Uniprot_A	Uniprot_B	Interaction	Protein_A_idx	Protein_B_idx
P25774	P51948	0	131	740
Q13469	P29459	0	111	761
Q07866	P22607	0	804	597
P15018	P23945	0	582	705
Q9P2K8	P35638	0	788	805
P01374	O96017	0	260	499
P05093	Q0VDF9	0	297	140
P78417	P21554	0	191	631
P42892	P20783	0	366	202
Q9H0M4	Q15118	0	253	39
P06681	P63098	0	101	448
Q14416	Q00059	0	46	524
P28223	P02751	0	313	333
P15018	P36551	0	582	330
Q9H2P0	Q96T58	0	318	661
P01579	P01374	0	236	260
P28482	O76074	0	558	395
Q99828	P12644	0	215	205
P51811	P11150	0	650	684
Q9BVK6	P24593	0	751	453
P30047	P60568	0	38	225
P09104	P04798	0	393	481
P07101	P41231	0	106	501
Q96JB1	Q99720	0	286	640
P36507	O00767	0	769	62
Q9UKX3	P43004	0	585	796
P15036	Q9P2Q2	0	304	738
Q92945	Q15109	0	687	325
P04275	P07196	0	420	159
Q14457	P08172	0	725	160
Q14764	P05112	0	619	391
P09619	P02655	0	194	193
P25705	Q13127	0	785	141
P53004	Q01959	0	668	427
P16949	P01137	0	235	314
Q9NZT1	Q9UQM7	0	610	114
P01106	P21554	0	601	631
Q6P1J6	Q9P2K8	0	16	788
Q92993	Q13093	0	755	735
P34995	Q15485	0	5	292
Q00059	Q99523	0	524	647
Q7Z3E1	Q92769	0	258	683
P00734	P20700	0	130	400
P51948	P05093	0	740	297
P08069	P20226	0	217	525
Q8IUH3	P13945	0	565	569
P25490	P20783	0	506	202
P20674	P14317	0	429	467
P60568	Q9NTG7	0	225	779
Q6X4U4	P78352	0	186	81
P01303	Q13470	0	243	358
P10147	P11245	0	83	68
Q16881	P21554	0	471	631
P13501	Q13356	0	680	340
O95197	P08758	0	757	767
P28223	O75475	0	313	803
P30519	P06730	0	263	369
Q92769	P10253	0	683	787
P24386	Q01959	0	211	427
P02511	P01374	0	555	260
Q6UXS9	P06681	0	612	101
P29323	O43583	0	763	526
P01584	Q15392	0	574	655
P49716	P04216	0	491	764
O14920	P04141	0	652	712
P08842	Q8N165	0	48	643
O76074	Q14194	0	395	667
Q9Y5K2	Q14194	0	92	667
Q9UQ90	P41159	0	443	424
P11717	Q13310	0	669	546
P42338	A5A3E0	0	693	537
Q9H3D4	Q9UBH6	0	125	154
P78417	Q9BXS0	0	191	197
P17735	P40189	0	406	567
P38646	O95197	0	351	757
P38936	P04798	0	564	481
P38936	Q7LC44	0	564	100
Q9C000	P15692	0	282	212
P08684	Q9ULV3	0	413	232
P42858	P01374	0	64	260
P35858	P51948	0	514	740
O60706	Q96JS3	0	593	142
Q00059	P37198	0	524	385
P08473	Q9NX09	0	15	255
P24752	P30556	0	496	359
P02766	Q9Y286	0	53	532
A4D1B5	P29474	0	209	301
Q12879	Q14116	0	707	741
Q9H0M4	Q9UD71	0	253	665
P98155	P63098	0	227	448
Q9BVK6	P14416	0	751	334
Q9P2Q2	Q13315	0	738	726
Q13148	P25942	0	691	561
P04278	P51681	0	423	519
P11245	Q8IZY2	0	68	696
Q9NTG7	Q16555	0	779	305
P14416	P28065	0	334	425
Q9BT76	P06493	0	167	559
P02751	Q9H9B1	0	333	410
Q92673	Q9Y2G2	0	11	145
P02654	Q96T58	0	753	661
P08247	P11473	0	677	311
Q13057	P25490	0	13	506
P07858	Q9HAB3	0	37	166
O00116	P10145	0	380	482
Q9UQ35	Q8IVL0	0	432	146
P11717	P14324	0	669	596
P08253	P62760	0	72	614
P38398	Q9NZJ5	0	551	493
Q9C000	P28845	0	282	520
P25116	Q16739	0	279	328
P98160	Q16739	0	135	328
P07741	O60502	0	550	204
P01241	O00418	0	120	659
Q9H0M4	Q13310	0	253	546
Q8IWL8	Q16739	0	523	328
P10997	P05198	0	446	207
Q14194	P18510	0	667	90
P04179	P35568	0	110	113
P50406	P11150	0	714	684
Q16881	P48681	0	471	733
P05121	Q86WG3	0	541	275
Q92993	Q99726	0	755	641
Q92870	P21399	0	819	249
Q8N6Q3	Q9BXW9	0	635	87
P35638	P19438	0	805	265
Q9NZT1	P29972	0	610	287
P01138	O95140	0	308	639
Q9UPX8	P41235	0	61	503
P29274	P02753	0	284	335
P21917	P10827	0	673	50
P03956	P14735	0	461	69
Q02218	P08183	0	398	22
P01100	Q16552	0	602	200
Q13492	P05091	0	540	299
Q14994	P24752	0	257	496
O76074	Q8TEL6	0	395	66
Q92743	Q8N6N3	0	549	422
P04275	O75469	0	420	226
Q9NR96	P68133	0	808	329
P41594	Q13315	0	748	726
Q13131	O00116	0	373	380
P02655	P46939	0	193	517
P00751	Q9P2Q2	0	158	738
P08172	P46527	0	160	512
Q9Y286	Q16552	0	532	200
P02768	P08684	0	49	413
Q9BZC7	Q8N427	0	554	28
A4D1B5	P35558	0	209	348
P36222	P51587	0	277	105
P37231	P55087	0	259	589
Q13753	P30988	0	700	701
P04278	Q9NTG7	0	423	779
Q5FWF5	P63000	0	465	44
P15559	P22607	0	23	597
P98164	P41159	0	786	424
Q99996	Q06481	0	598	615
Q96CV9	Q8TEL6	0	774	66
Q16082	P12830	0	25	730
Q13057	P09619	0	13	194
P17600	O00327	0	294	749
P08133	Q6X4U4	0	349	186
P01130	P23560	0	240	662
Q6UXS9	O95197	0	612	757
Q07666	O95197	0	746	757
P36575	Q15485	0	792	292
P10275	P21397	0	54	307
P48736	P02655	0	233	193
O00712	O75581	0	584	21
P11511	P63104	0	214	295
P39060	P35610	0	239	458
Q9UKX3	Q16698	0	585	778
P08247	P21554	0	677	631
Q99707	P61073	0	270	557
Q8N6Q3	P41235	0	635	503
P25090	O15516	0	179	88
P18054	Q8N427	0	144	28
Q9Y5K2	P35462	0	92	474
Q9P2R7	P21554	0	389	631
P24386	P05362	0	211	230
P54646	Q16552	0	165	200
P11831	Q0VDF9	0	52	140
P23975	P30047	0	498	38
P35568	P21397	0	113	307
Q9Y6M5	Q14116	0	790	741
O43583	P14324	0	526	596
Q14956	Q96JB1	0	428	286
Q9UQM7	P40189	0	114	567
P07101	O96018	0	106	509
P23443	P11712	0	379	666
P61086	P06681	0	116	101
Q13867	P01375	0	247	692
P50591	Q14511	0	138	97
P01033	P50052	0	85	99
P50222	Q9UPX8	0	437	61
Q92793	P13942	0	480	402
Q86TM6	P01019	0	770	94
P22694	Q92185	0	806	188
P41594	Q96JB1	0	748	286
P57723	Q9NZ52	0	762	56
Q13155	P26441	0	651	528
P20333	O95433	0	739	632
A4D1B5	P01241	0	209	120
P05231	Q16143	0	51	119
Q6UB35	P04278	0	26	423
Q6X4U4	P15692	0	186	212
P02649	Q96JS3	0	59	142
P07858	O43583	0	37	526
P11150	P46108	0	684	686
Q16769	P04637	0	470	723
Q08752	P01579	0	416	236
P08697	P20702	0	595	399
Q8TDB8	P35858	0	724	514
P04798	Q01130	0	481	463
O14867	P08247	0	289	677
Q96HU1	P55212	0	685	515
Q00535	P01303	0	32	243
Q8IVL6	P30988	0	33	701
P10147	P36957	0	83	319
Q9UQ35	P32119	0	432	548
Q6X4U4	Q16769	0	186	470
Q8N6Q3	Q8IX18	0	635	220
P51587	P02751	0	105	333
P53779	Q16739	0	172	328
P17096	Q16555	0	342	305
Q14573	P53805	0	713	644
Q86WG3	P00749	0	275	388
O15061	P06681	0	252	101
P51948	P22607	0	740	597
P19438	Q8IUH3	0	265	565
P08588	P08603	0	238	815
P01308	Q9UIK4	0	246	600
P04141	P21709	0	712	784
Q9BT17	P05093	0	76	297
Q12926	P10145	0	276	482
P04278	Q92945	0	423	687
Q92731	P42336	0	312	695
P29459	P14416	0	761	334
O75791	P05093	0	73	297
Q8IVL6	Q92879	0	33	811
P36544	P09936	0	93	475
P32780	O14920	0	586	652
Q13310	Q16552	0	546	200
P19397	P08651	0	756	96
P20810	Q9NX09	0	545	255
Q8N165	Q9UJY5	0	643	606
P02741	Q05193	0	576	108
Q9C000	P05121	0	282	541
O94779	Q5K651	0	521	734
Q9UQ26	P22607	0	536	597
Q12988	P11215	0	553	405
P30711	P22303	0	728	451
Q9Y2Q3	P06681	0	169	101
Q92945	O95197	0	687	757
P05198	P35462	0	207	474
P49716	Q9BT17	0	491	76
P25090	O96017	0	179	499
P04155	P25490	0	488	506
Q96T58	P21554	0	661	631
Q16739	O96018	0	328	509
Q9NP58	Q8TF42	0	476	454
P28223	P04275	0	313	420
P18510	Q9NV58	0	90	419
P13500	Q9NZ52	0	681	56
Q2M3D2	P02751	0	109	333
P48681	P08651	0	733	96
O60760	Q16739	0	115	328
P60880	Q8N165	0	7	643
P23219	P01579	0	442	236
Q12798	P10827	0	80	50
P05091	Q9Y5Z0	0	299	272
Q99933	P21554	0	24	631
P29323	Q8IWL8	0	763	523
Q9UI47	Q9NPG2	0	377	556
P01033	Q0VDF9	0	85	140
P25490	P09172	0	506	387
P25942	P02655	0	561	193
P08133	P05112	0	349	391
Q13829	P20138	0	818	321
P23141	P51587	0	426	105
Q92902	P18510	0	622	90
P05155	Q9NV58	0	508	419
P53805	Q99707	0	644	270
P35354	P01241	0	224	120
P13987	P08247	0	261	677
P49638	Q14573	0	390	713
P00488	P25942	0	216	561
Q15118	P50052	0	39	99
Q9UKX3	P42704	0	585	386
P36222	P25025	0	277	149
O15294	P02654	0	177	753
Q16555	Q06546	0	305	384
Q8TEL6	Q16539	0	66	759
O75689	P02753	0	497	335
P05090	P21397	0	298	307
Q9Y5K6	O96017	0	91	499
Q8IUH3	P41231	0	565	501
P08571	Q07869	0	12	809
P43116	P51948	0	199	740
Q9Y286	P01579	0	532	236
O00468	O76074	0	542	395
P05090	P01374	0	298	260
P04798	P12830	0	481	730
P10145	P08247	0	482	677
P35222	P08833	0	345	646
Q9UPX8	P21397	0	61	307
O15524	P00749	0	507	388
Q96AC1	P30988	0	77	701
P36544	P08603	0	93	815
Q9H0M4	P06396	0	253	441
P24522	P15018	0	571	582
P02751	P78352	0	333	81
P17600	Q92793	0	294	480
P51671	P56817	0	34	175
Q14194	A5A3E0	0	667	537
Q9UIQ6	O95140	0	697	639
P05155	Q9NZ42	0	508	660
P25116	P01100	0	279	602
P09874	P07196	0	752	159
P01583	Q8IZY2	0	573	696
P04141	Q6UXS9	0	712	612
Q7KZI7	Q96JB1	0	382	286
P39905	Q9UD71	0	613	665
Q8N5D0	P25774	0	642	131
P05091	P61073	0	299	557
P34998	Q07866	0	703	804
P05091	O60502	0	299	204
Q9UD71	P41231	0	665	501
Q13310	Q99707	0	546	270
P06730	Q6NXT4	0	369	184
P09936	O43189	0	475	296
P30047	P04275	0	38	420
P14784	P41222	0	534	721
A4D1B5	P78417	0	209	191
P78362	P08913	0	531	281
P41222	O75469	0	721	226
O75791	Q6NXT4	0	73	184
Q8IVL0	P05091	0	146	299
P09874	P30711	0	752	728
Q9NYY3	P30988	0	672	701
O76070	P22607	0	394	597
Q13224	Q13148	0	409	691
Q9BXW9	Q8IX18	0	87	220
P02766	Q9HAB3	0	53	166
P06858	O43189	0	35	296
Q03519	P01303	0	433	243
P08473	Q96T58	0	15	661
A5A3E0	Q96JB1	0	537	286
P34810	P63098	0	352	448
P11473	P30988	0	311	701
P54253	P09104	0	362	393
P35638	Q9NX95	0	805	494
Q14114	Q16698	0	357	778
Q9UI47	Q14457	0	377	725
P01584	Q9NX09	0	574	255
Q01130	P30988	0	463	701
Q9BT76	Q9NTG7	0	167	779
P16035	Q8WW43	0	630	620
Q6UXS9	Q15109	0	612	325
P00738	Q9UBK2	0	710	711
P51671	Q9ULV3	0	34	232
P25942	Q12800	0	561	174
Q86UG4	P12004	0	271	814
P18433	Q13470	0	626	358
P25116	O43189	0	279	296
Q14573	P02655	0	713	193
P09917	Q07866	0	566	804
P38646	Q99726	0	351	641
Q8N165	P54646	0	643	165
Q9UQ35	P11717	0	432	669
Q9H9B1	Q6XZF7	0	410	112
Q13310	P05305	0	546	14
P25705	Q6UXS9	0	785	612
P23945	P21397	0	705	307
P80188	Q12800	0	702	174
P14735	Q8TEL6	0	69	66
P41180	Q16769	0	288	470
Q9UNQ0	P12277	0	267	699
O96008	Q9NYY3	0	268	672
P24386	O00116	0	211	380
Q99720	Q9UBK2	0	640	711
P39905	Q16881	0	613	471
Q92731	P11245	0	312	68
P23560	P43220	0	662	477
P50591	O00116	0	138	380
Q5VW36	P25713	0	139	502
O15524	P35462	0	507	474
P41597	P08697	0	747	595
P25090	Q9BT17	0	179	76
Q02750	P00738	0	162	710
Q8IV08	Q9BTE1	0	633	813
P98160	Q9C0B1	0	135	291
Q08345	P42704	0	456	386
P01344	P51693	0	344	732
P23945	P04141	0	705	712
Q13901	P26441	0	65	528
P51671	Q8N6N3	0	34	422
P16220	P12644	0	468	205
P02741	P98164	0	576	786
P11021	Q8IVL0	0	812	146
P01579	Q9NTG7	0	236	779
Q8N427	P12830	0	28	730
Q16739	P20338	0	328	743
Q86UG4	P14778	0	271	791
P02656	Q15392	0	196	655
Q8IVL6	P02647	0	33	771
P08603	Q9UBH6	0	815	154
O60674	P05090	0	354	298
P23297	P29323	0	562	763
Q16082	Q9BT76	0	25	167
Q8N165	P55210	0	643	513
P01583	P43115	0	573	455
Q14416	P20810	0	46	545
P04271	Q92185	0	417	188
P57723	Q92870	0	762	819
Q7Z6L0	P01241	0	244	120
P00738	Q92870	0	710	819
Q9H0M4	P04637	0	253	723
P54868	P07550	0	262	664
P07384	Q16143	0	754	119
P21980	P41235	0	210	503
Q9NR96	A5A3E0	0	808	537
O43583	Q06546	0	526	384
Q9Y3P8	O75469	0	608	226
P01042	P09488	0	435	658
P53805	P20338	0	644	743
Q99726	P11473	0	641	311
Q9BXS0	P21399	0	197	249
Q6PI77	P01579	0	479	236
P03956	P19397	0	461	756
A5A3E0	Q96JS3	0	537	142
P12644	O15350	0	205	789
Q12798	P09601	0	80	418
P20226	Q9NZ42	0	525	660
P01308	Q12955	0	246	414
Q8IUH3	P14778	0	565	791
P49716	P51671	0	491	34
P08922	P05112	0	47	391
P09601	Q15485	0	418	292
Q8NA03	P19397	0	20	756
P45983	Q92185	0	375	188
Q15165	P60568	0	372	225
P10997	P15104	0	446	578
P53805	O43184	0	644	758
O76074	Q9BTE1	0	395	813
P08833	P21728	0	646	331
P19320	P20674	0	58	429
Q99996	P51681	0	598	519
P22301	P29474	0	449	301
Q13492	Q15485	0	540	292
P51671	Q8WW43	0	34	620
Q6X4U4	Q9Y5Z0	0	186	272
P35869	Q9UBH6	0	27	154
P41159	Q13315	0	424	726
Q01105	P20783	0	309	202
P42262	P36575	0	624	792
P03956	O00329	0	461	447
O00429	Q8TEL6	0	440	66
P24752	P13693	0	496	10
P53384	P20783	0	123	202
O95197	Q12800	0	757	174
P62753	P01579	0	18	236
P01008	Q13627	0	339	490
Q16769	Q8TEL6	0	470	66
O14556	P11215	0	45	405
P35638	P04798	0	805	481
P10644	P06850	0	636	31
P09874	P00747	0	752	383
O95760	P25942	0	704	561
P12644	O43184	0	205	758
Q9NWQ8	Q92879	0	592	811
Q14116	Q06546	0	741	384
P55058	P11137	0	121	79
Q12798	P01374	0	80	260
P01584	P61086	0	574	116
P29466	Q8IVL0	0	552	146
O00206	Q96JS3	0	143	142
P02743	Q13470	0	575	358
P78362	Q92185	0	531	188
Q99714	P14780	0	511	516
Q03181	P02655	0	679	193
P27169	P42704	0	136	386
Q9NRI5	P00797	0	360	459
P08247	O43189	0	677	296
P09936	Q7Z3E1	0	475	258
P14550	Q92185	0	337	188
Q99996	Q12800	0	598	174
O75553	P08651	0	445	96
Q8IX18	Q9NTG7	0	220	779
P17936	P08247	0	86	677
P13500	Q16143	0	681	119
P03956	P09488	0	461	658
P09488	P25942	0	658	561
P43235	Q8TF42	0	716	454
P07550	P14324	0	664	596
Q8TEL6	Q16552	0	66	200
P25098	P08247	0	182	677
Q6UB35	P14416	0	26	334
O00418	P22607	0	659	597
Q13753	P29474	0	700	301
P29466	Q15485	0	552	292
P04278	P42858	0	423	64
P38398	Q99784	0	551	478
O14556	Q9Y286	0	45	532
P24386	P78310	0	211	444
P34998	O60760	0	703	115
P23141	P10636	0	426	588
P23560	Q8N6Q3	0	662	635
P53805	P20138	0	644	321
P11150	P09488	0	684	658
P42261	Q15257	0	623	234
Q9UQ26	P09488	0	536	658
P21554	P02655	0	631	193
Q8TF42	P40189	0	454	567
P05090	P20700	0	298	400
P08571	Q9NTG7	0	12	779
P22735	P05112	0	63	391
Q9Y2W7	O76070	0	663	394
Q86UG4	P27169	0	271	136
Q8IUH3	Q16555	0	565	305
Q16739	Q8TF42	0	328	454
Q03181	P02751	0	679	333
P04141	P25098	0	712	182
Q12988	Q9NUM4	0	553	371
P01375	Q9UBK2	0	692	711
Q14195	P01374	0	670	260
P00450	Q9NX95	0	607	494
O00327	Q9UQN3	0	749	355
P41180	Q8N427	0	288	28
P78362	Q5VW36	0	531	139
P56524	Q9UQ90	0	504	443
Q99784	P35228	0	478	350
Q15485	P05091	0	292	299
P18440	Q96CV9	0	392	774
P08603	P20700	0	815	400
O15524	Q6UXS9	0	507	612
P35568	P04054	0	113	609
Q07869	P21917	0	809	673
Q13901	P30988	0	65	701
P20338	O96017	0	743	499
Q13131	Q8IVL0	0	373	146
Q07954	P23219	0	163	442
Q13627	Q9NZ42	0	490	660
O95140	P08047	0	639	583
Q8IWL8	Q16552	0	523	200
Q07954	Q9ULK4	0	163	799
O15061	P46531	0	252	269
P16949	Q96T58	0	235	661
Q8IVL0	P61073	0	146	557
Q9NZT1	Q9BXS0	0	610	197
Q9BVK6	P08254	0	751	71
P04083	P35610	0	450	458
Q96JS3	P46939	0	142	517
P12821	Q96HU1	0	152	685
P28223	P25774	0	313	131
P02741	P42574	0	576	817
P11712	P02649	0	666	59
Q6ZSZ6	P08246	0	560	676
P08887	P58004	0	150	653
P08047	P08758	0	583	767
Q14934	P04275	0	75	420
Q8IUH3	P25445	0	565	438
Q96JB1	P41235	0	286	503
P42262	O43426	0	624	161
P16157	P05112	0	164	391
Q01105	Q15109	0	309	325
P29965	O94811	0	60	628
O96008	Q05586	0	268	768
Q07812	Q9BT76	0	773	167
P35638	P14416	0	805	334
Q9P2K8	P63165	0	788	577
Q06455	Q9BT76	0	198	167
Q6PI77	P13945	0	479	569
Q14416	O75553	0	46	445
Q9BT17	Q9UJY5	0	76	606
P51811	Q86WG3	0	650	275
Q08752	P16278	0	416	118
P42898	P01579	0	363	236
P04141	P07550	0	712	664
O96008	P08069	0	268	217
Q15650	Q9UQ90	0	777	443
Q9NRX1	P00734	0	533	130
P15018	P43220	0	582	477
P04629	A4D1B5	0	171	209
P00747	Q96JB1	0	383	286
Q99720	P11831	0	640	52
P11150	Q8IZY2	0	684	696
P63098	P61073	0	448	557
A4D1B5	P01241	0	209	120
O00329	P10145	0	447	482
O14654	P35858	0	594	514
P30519	P42685	0	263	89
P22694	Q13057	0	806	13
P08183	Q9ULK4	0	22	799
O00116	P11831	0	380	52
P55212	P21397	0	515	307
O75553	Q92185	0	445	188
P29279	O96017	0	280	499
Q9NZ52	P78352	0	56	81
P19793	P51671	0	323	34
Q08752	P28799	0	416	206
Q9UQ26	P51948	0	536	740
P13942	Q9UBK2	0	402	711
Q03519	P08047	0	433	583
P35222	Q16552	0	345	200
P30613	P21709	0	4	784
P03956	O15516	0	461	88
P02787	P29274	0	654	284
Q9BT17	P46531	0	76	269
P41222	P62760	0	721	614
O95140	Q14764	0	639	619
P17096	P04278	0	342	423
P78362	Q9Y286	0	531	532
Q13555	Q8IWL8	0	797	523
P19320	O75553	0	58	445
P11712	P20702	0	666	399
P35462	Q8IX18	0	474	220
O94907	Q96HU1	0	132	685
P17735	Q96P20	0	406	254
Q9C0B1	P32119	0	291	548
P35558	P21554	0	348	631
P04062	Q07666	0	618	746
Q13224	Q99933	0	409	24
Q96BI3	Q92793	0	689	480
P24752	P42858	0	496	64
P42892	Q08752	0	366	416
P78380	P05155	0	775	508
Q9Y287	Q01094	0	510	617
P28845	Q14195	0	520	670
Q12933	O76070	0	41	394
P01024	Q9NPG2	0	780	556
Q13057	P49815	0	13	285
O95433	O00327	0	632	749
P12644	P63098	0	205	448
Q5VW36	Q13310	0	139	546
Q92993	P05091	0	755	299
O60706	P14735	0	593	69
Q14573	P21397	0	713	307
Q9BVK6	Q96JB1	0	751	286
P20702	P02655	0	399	193
P50406	Q92876	0	714	800
Q96HU1	Q06481	0	685	615
P03956	Q9NX95	0	461	494
P00747	O60502	0	383	204
P15018	O00418	0	582	659
Q99720	P01374	0	640	260
Q13057	P04141	0	13	712
P12644	P18887	0	205	57
P43004	Q9H2P0	0	796	318
P42892	Q15650	0	366	777
P37198	P06213	0	385	124
Q8N6N3	Q13127	0	422	141
P08833	P49281	0	646	104
Q99707	P21399	0	270	249
Q9NX09	Q9Y286	0	255	532
Q96LT7	P08582	0	43	242
P08172	Q16881	0	160	471
P04040	P10827	0	147	50
P21266	P00797	0	807	459
P49638	Q8TF42	0	390	454
O95760	P06213	0	704	124
P23975	P53805	0	498	644
Q96TC7	P02753	0	17	335
P41970	Q13224	0	376	409
Q8N427	O15350	0	28	789
Q8IVL0	O96018	0	146	509
P02686	Q13451	0	95	439
O76074	P20338	0	395	743
Q9UQ26	P06681	0	536	101
P30047	Q9NZT1	0	38	610
Q9UQ26	Q15078	0	536	293
Q96QK1	Q8N165	0	801	643
Q92185	O76074	0	188	395
P07741	Q99720	0	550	640
P04062	Q13555	0	618	797
P05093	Q16539	0	297	759
P04278	Q08752	0	423	416
O43426	P02655	0	161	193
P04798	P00749	0	481	388
Q14195	O75469	0	670	226
P11150	P20702	0	684	399
Q99720	Q0VDF9	0	640	140
P35610	Q7LC44	0	458	100
P34998	Q08752	0	703	416
Q13451	P50052	0	439	99
P08133	Q16236	0	349	315
P13987	P50222	0	261	437
P35670	Q9UQF2	0	706	678
P11802	Q9BXS0	0	170	197
P04062	P09038	0	618	347
Q96TC7	P68133	0	17	329
Q9NZT1	Q16620	0	610	715
P28845	P29323	0	520	763
P11511	P49638	0	214	390
Q16739	P20138	0	328	321
Q9UQ90	Q9BXW9	0	443	87
O94779	P18887	0	521	57
Q6P1J6	P55210	0	16	513
Q92743	Q92879	0	549	811
P18440	Q9NR96	0	392	808
P28223	P35858	0	313	514
O43583	P04275	0	526	420
Q13155	P51693	0	651	732
P35638	Q9NWQ8	0	805	592
P42336	P08603	0	695	815
Q92876	Q15257	0	800	234
P01241	Q9UIK4	0	120	600
Q01130	Q14116	0	463	741
Q9HAB3	P42858	0	166	64
Q01105	P08582	0	309	242
Q16552	P14784	0	200	534
P04278	P42336	0	423	695
P24593	P14784	0	453	534
P29274	P29459	0	284	761
P04054	P11279	0	609	760
Q9C0B1	P20674	0	291	429
Q96P20	P28845	0	254	520
P41597	Q9ULK4	0	747	799
P09917	Q86UG4	0	566	271
P04035	Q99988	0	107	473
O43583	P54646	0	526	165
P11712	P15036	0	666	304
P01275	P22001	0	222	408
Q13753	Q9UQC2	0	700	245
Q03519	Q99707	0	433	270
P51681	P36575	0	519	792
P19793	P14780	0	323	516
O76070	Q9ULK4	0	394	799
Q13753	P46527	0	700	512
P60568	Q9C000	0	225	282
Q15853	P01375	0	648	692
P20702	P18887	0	399	57
Q9UIK4	Q9BT17	0	600	76
P42898	Q9NZC7	0	363	148
Q03519	P41235	0	433	503
P01303	Q04760	0	243	718
P28340	P23945	0	580	705
P14780	Q9NWQ8	0	516	592
P04271	Q7Z6L0	0	417	244
Q9HAB3	P00738	0	166	710
P14859	Q92902	0	539	622
Q16881	Q9NX95	0	471	494
P06746	P11279	0	137	760
P10144	P22301	0	364	449
P11926	P24593	0	367	453
P01241	P11279	0	120	760
P05019	P11279	0	505	760
P04179	P07900	0	110	637
Q9H2E6	Q99933	0	727	24
Q03519	P14780	0	433	516
Q96CV9	Q16769	0	774	470
P14780	P42336	0	516	695
Q13451	Q08345	0	439	456
P41597	P08603	0	747	815
P14778	P21266	0	791	807
Q9BXW9	P26441	0	87	528
P17861	P19438	0	605	265
Q96CV9	P06213	0	774	124
P78509	P19793	0	671	323
P49716	Q9UQ07	0	491	353
Q16739	P04216	0	328	764
P24522	Q9NWQ8	0	571	592
P18054	P01374	0	144	260
P62760	Q01130	0	614	463
P27169	Q15628	0	136	745
Q9UD71	Q9Y286	0	665	532
P41231	P08758	0	501	767
Q92902	P50591	0	622	138
P04150	P14555	0	486	338
Q13224	P20674	0	409	429
P32780	P28065	0	586	425
Q13451	P35858	0	439	514
P05019	Q13492	0	505	540
P11166	P08684	0	579	413
P01130	P11137	0	240	79
P00750	P28845	0	157	520
P25490	P08582	0	506	242
P08247	P14778	0	677	791
P36575	P08603	0	792	815
P48681	Q9NR96	0	733	808
P28329	P00749	0	766	388
P35354	P00488	0	224	216
P35354	P04062	0	224	618
P06702	P36575	0	251	792
P28340	P25116	0	580	279
O95477	Q14116	0	688	741
Q06830	P28845	0	341	520
P37231	P05112	0	259	391
Q8IVL6	Q9Y287	0	33	510
Q8IVL6	P13500	0	33	681
P04155	P48736	0	488	233
P98160	P36575	0	135	792
P08922	P04062	0	47	618
P18146	P32297	0	256	731
P08842	P42574	0	48	817
P01308	O43602	0	246	30
P35858	Q7LC44	0	514	100
P19397	P42898	0	756	363
Q12926	Q06830	0	276	341
P41180	P24593	0	288	453
Q92731	Q15109	0	312	325
Q7Z3E1	Q9UQ07	0	258	353
O15350	Q6X4U4	0	789	186
P18433	P55212	0	626	515
P00747	Q03519	0	383	433
P08709	O43583	0	336	526
Q92542	P01579	0	690	236
O43583	P08138	0	526	346
P02774	P35670	0	649	706
P20674	P07384	0	429	754
P30556	P02511	0	359	555
Q12798	P37173	0	80	343
Q9Y5K2	P10909	0	92	772
P62753	P21397	0	18	307
P25090	P14780	0	179	516
P16035	P01374	0	630	260
Q13829	P22735	0	818	63
Q13131	Q8IVL6	0	373	33
P24593	P32119	0	453	548
P08684	P15036	0	413	304
P57723	P08582	0	762	242
P60568	Q9UNQ0	0	225	267
Q6X4U4	P10827	0	186	50
P02787	O00418	0	654	659
P42898	Q8TF42	0	363	454
P13942	P02686	0	402	95
P53355	Q13753	0	370	700
P08842	P23443	0	48	379
P11712	O75581	0	666	21
P43116	P34932	0	199	625
O75553	P39905	0	445	613
P05155	P43681	0	508	719
P24522	Q14116	0	571	741
Q06481	P36575	0	615	792
Q14956	Q9BT17	0	428	76
O75475	P16949	0	803	235
Q9Y286	P10635	0	532	587
P01344	P62753	0	344	18
Q03181	P08582	0	679	242
P49716	P42336	0	491	695
P78380	P18031	0	775	19
O43583	Q99828	0	526	215
Q9UBK2	Q99707	0	711	270
P23975	P16035	0	498	630
P01584	P28223	0	574	313
O15527	P19397	0	229	756
P00519	P19397	0	782	756
Q9UEF7	P68363	0	621	3
P04179	P07741	0	110	550
P02768	P78380	0	49	775
O75475	P08575	0	803	9
Q9NV58	P39905	0	419	613
Q9UEF7	Q99707	0	621	270
P42898	P19793	0	363	323
Q9UQB3	Q9ULK4	0	1	799
P51948	Q12926	0	740	276
Q14195	O43184	0	670	758
P49716	P14784	0	491	534
P04035	P39060	0	107	239
P11831	Q03519	0	52	433
P08473	Q9C000	0	15	282
P12644	Q01094	0	205	617
P17861	P32780	0	605	586
Q9NX09	Q9ULV1	0	255	310
P16671	O75475	0	397	803
P18440	P06396	0	392	441
P10997	P42338	0	446	693
P51693	P05091	0	732	299
Q92993	Q86UG4	0	755	271
Q92542	P35869	0	690	27
P08254	Q9NYY3	0	71	672
P43004	P07237	0	796	535
P16070	P04141	0	538	712
P34932	Q16620	0	625	715
Q92945	P01160	0	687	795
P05019	Q9UQ07	0	505	353
P39060	Q13326	0	239	750
P04054	P11926	0	609	367
P08842	P04275	0	48	420
P36575	P49768	0	792	798
P18433	Q9C0B1	0	626	291
A5A3E0	Q13224	0	537	409
Q9Y4H2	P41235	0	213	503
P10275	P15692	0	54	212
